country_iso3,country_name,year_ref,cloud_regions_total,cloud_regions_domestic,colocation_per_million,colocation_datacenters,population,grid_reliability,internet_penetration,bandwidth_per_user,exposure_raw,oadr_raw,balance_raw,is_federal_system,balance_raw_unknown_zero,balance_high_10,balance_high_15,balance_high_20,log_gdp_per_capita,wb_regulatory_quality,cloud_regions_total_winsor,cloud_regions_total_norm,colocation_per_million_winsor,colocation_per_million_norm,grid_reliability_winsor,grid_reliability_norm,internet_penetration_winsor,internet_penetration_norm,bandwidth_per_user_winsor,bandwidth_per_user_norm,exposure_raw_winsor,exposure_raw_norm,oadr_raw_winsor,oadr_raw_norm,oadr_norm,build_supply,build_access,hazard,break_displacement,break_shortage,sovereignty_s,balance_supply,balance_access,risk_supply,risk_access,risk,partial_observation,risk_viz,observed_core_count,observed_core_total,observed_core_pct,clustering_eligible,risk_rank,cluster_label,cluster_k,is_medoid,membership_stability,membership_change_rate,typology_unstable
MAR,Morocco,2023,0.0,0.0,0.3181968421349894,12.0,37712505.0,81.8100706915879,91.0,36.37,0.2104,11.8322534179946,0.2195,False,0.2195,,,,9.199749525489793,-0.0642079934477806,0.0,0.0,0.3181968421349894,0.018379017122410864,81.8100706915879,0.29134392501506173,91.0,0.9094648450335401,36.37,0.08051041480299966,0.2104,0.19377796568368394,11.8322534179946,0.2702295716636085,0.2702295716636085,0.10324098071249087,0.4949876299182699,0.5471256022774471,0.1414134290191366,0.05236453666454734,1.0,0.2195,0.2195,0.01139503548687339,0.05463335944269677,0.06540584585995346,False,0.40290765813794044,7,7,1.0,True,34.0,1,5,False,0.6085526315789473,0.39144736842105265,True
MEX,Mexico,2023,4.0,0.0,1.3334385799190518,173.0,129739759.0,88.91153006008349,81.1832,91.99,0.2509,11.9034209856067,0.3297,True,0.3297,0.4296999999999999,0.4097,0.3897,10.136310684737534,-0.171988308429718,4.0,0.5,1.3334385799190518,0.08517524529276085,88.91153006008349,0.6379209390667604,81.1832,0.7893059461261736,91.99,0.2491729108987752,0.2509,0.4791600605996549,11.9034209856067,0.2721993070774907,0.2721993070774907,0.4076987281198405,0.5192394285124744,0.7152449020381062,0.3487330241252204,0.13042703647443452,0.5,0.16485,0.3297,0.11873996537657212,0.12137520000148334,0.22570307833230485,False,0.6088530614840996,7,7,1.0,True,15.0,1,5,False,0.8422712933753943,0.1577287066246057,False
MYS,Malaysia,2023,3.0,0.0,1.7650593296224957,62.0,35126298.0,93.10296959924824,97.6927,161.18,0.27,10.6050195238823,0.067,False,0.067,,,,10.504160045561695,0.660894274711609,3.0,0.375,1.7650593296224957,0.11357305145779946,93.10296959924824,0.8424784144649028,97.6927,0.991384356760104,161.18,0.45898517456052845,0.27,0.6137476658563227,10.6050195238823,0.23626289072370052,0.23626289072370052,0.44368382197423406,0.7251847656603162,0.8471158391688919,0.468741868146184,0.14500579771013863,0.5,0.0335,0.067,0.20100608192856362,0.31714952286571574,0.45440662181752844,False,0.7688026715740328,7,7,1.0,True,5.0,4,5,False,0.684375,0.31562500000000004,True
NGA,Nigeria,2023,0.0,0.0,0.083376138569738,19.0,227882945.0,85.918501912172,39.2136,26.08,0.2113,5.45815496679884,0.2784,True,0.2784,0.3783999999999999,0.3584,0.3384,9.07170273802694,-0.936865150928497,0.0,0.0,0.083376138569738,0.0029293594589048996,85.918501912172,0.4918502929291907,39.2136,0.2755926257384087,26.08,0.04930694330308002,0.2113,0.20011979001514985,5.45815496679884,0.09381090411374032,0.09381090411374032,0.16492655079603186,0.16244978452074435,0.3005840526782112,0.18134637158277678,0.01877341843237307,1.0,0.2784,0.2784,0.021582212856959725,0.021258104357193053,0.04238152028098041,False,0.3486520130835429,7,7,1.0,True,40.0,3,5,False,0.921311475409836,0.07868852459016396,False
NLD,Netherlands,2023,2.0,0.0,16.6693544602298,298.0,17877117.0,95.85593010797,97.0068,218.31,0.3252,31.1676857399967,0.5441,False,0.5441,,,,11.31116038765976,1.79096639156342,2.0,0.25,15.237940363586002,1.0,95.85593010797,0.9768328877366629,97.0068,0.9829888522412624,218.31,0.6322266057354954,0.32481499999999996,1.0,31.1676857399967,0.8053846579657893,0.8053846579657893,0.7422776292455543,0.807607728988379,0.9504162078000532,0.19461534203421071,0.8053846579657893,0.5,0.27205,0.5441,0.10515864857084069,0.0716551043239441,0.16927859896087616,False,0.553181123435739,7,7,1.0,True,19.0,0,5,False,0.9845679012345679,0.015432098765432056,False
PAK,Pakistan,2023,0.0,0.0,0.0444436372761634,11.0,247504495.0,85.1671595321732,27.3759,15.86,0.2073,7.14068512944463,0.1328,True,0.1328,0.2328,0.2128,0.1928,8.701843640298902,-0.901008188724518,0.0,0.0,0.0444436372761634,0.00036785696854808593,85.1671595321732,0.45518205544751295,27.3759,0.13069765002374278,15.86,0.01831574031676527,0.2073,0.17193390409752324,7.14068512944463,0.14037901593051794,0.14037901593051794,0.15184997080535367,0.07450669517025403,0.21504282648920126,0.14779799183522088,0.02413591226230236,1.0,0.1328,0.1328,0.019462674310296576,0.009549554302476533,0.028826368747575493,False,0.3066172935879145,7,7,1.0,True,41.0,3,5,True,0.9874213836477987,0.012578616352201255,False
PHL,Philippines,2023,1.0,0.0,0.3394515884545691,39.0,114891199.0,90.41115544993949,83.7661,106.71,0.2407,7.95727998278236,0.2946,False,0.2946,,,,9.304361472433763,0.16425496339798,1.0,0.125,0.3394515884545691,0.019777439618283,90.41115544993949,0.7111081056536908,83.7661,0.8209209754623968,106.71,0.2938099469025475,0.2407,0.4072860515097066,7.95727998278236,0.1629802633158477,0.1629802633158477,0.2852951817573246,0.5573654611824722,0.6836469623864884,0.3409064635897827,0.06637958791992389,0.5,0.1473,0.2946,0.08293272499130841,0.13403269304597698,0.20584972156505899,False,0.5904504092659466,7,7,1.0,True,17.0,1,5,True,0.9076433121019108,0.09235668789808915,False
POL,Poland,2023,2.0,0.0,3.92505831641765,144.0,36687353.0,93.8217755523954,86.4147,207.54,0.3008,29.9360538766967,0.547,False,0.547,,,,10.788764160691994,0.780193567276001,2.0,0.25,3.92505831641765,0.25568677649496063,93.8217755523954,0.877558756123902,86.4147,0.8533401812775353,207.54,0.5995675787137136,0.3008,0.8307789874220487,29.9360538766967,0.7712962525388876,0.7712962525388876,0.46108184420628756,0.7264538799956244,0.8525810294827163,0.19000226773537093,0.6407767196866778,0.5,0.2735,0.547,0.06364619200184737,0.06252663172576042,0.12219324171956125,False,0.4962292906113424,7,7,1.0,True,26.0,0,5,False,0.9814241486068112,0.018575851393188847,False
PRT,Portugal,2023,0.0,0.0,1.985219755318829,21.0,10578174.0,90.13518748853048,85.7901,227.53,0.3018,38.2753795786848,0.4447,False,0.4447,,,,10.80675056825886,0.755356550216675,0.0,0.0,1.985219755318829,0.128058159271621,90.13518748853048,0.6976398666515249,85.7901,0.8456949966697668,227.53,0.6601854013845972,0.3018,0.8378254589014554,38.19923952887534,1.0,1.0,0.2752326753077153,0.752940199027182,0.8209391290099224,0.0,0.8378254589014554,1.0,0.4447,0.4447,0.0,0.0,0.0,False,0.0,7,7,1.0,True,45.0,0,5,False,0.8811881188118812,0.1188118811881188,False
RWA,Rwanda,2023,0.0,0.0,0.2149848604078219,3.0,13954471.0,82.3796548592189,34.2005,41.3,0.1945,6.53902554457242,0.3333,False,0.3333,,,,8.13136944643466,0.124717451632023,0.0,0.0,0.2149848604078219,0.011588347644607897,82.3796548592189,0.31914170147554943,34.2005,0.21423163477266435,41.3,0.09546018297545873,0.1945,0.08173906916111759,6.53902554457242,0.12372662452262406,0.12372662452262406,0.11024334970671912,0.15484590887406155,0.24801852689812276,0.07162577004219119,0.010113299118926396,1.0,0.3333,0.3333,0.005264439752010045,0.0073943413392404496,0.012619854026764243,False,0.2328188343300442,7,7,1.0,True,43.0,3,5,False,0.9801324503311258,0.019867549668874163,False
SAU,Saudi Arabia,2023,3.0,0.0,1.5132304856837864,51.0,33702731.0,90.92945021834166,100.0,132.66,0.2969,3.85794559170086,0.1944,False,0.1944,,,,11.178358612351364,0.517070889472961,3.0,0.375,1.5132304856837864,0.09700437003585492,90.92945021834166,0.736402773117161,98.396585,1.0,132.66,0.37250091730321955,0.2969,0.8032977486523625,3.85794559170086,0.04952122018163335,0.04952122018163335,0.4028023810510053,0.6862504586516098,0.8126295209604022,0.7635174639699385,0.039780284682424005,0.5,0.0972,0.1944,0.27765311784189584,0.42210556744539957,0.5825597584276575,False,0.8351801437269876,7,7,1.0,True,3.0,4,5,False,0.860248447204969,0.13975155279503104,False
SGP,Singapore,2023,5.0,0.0,16.7296196056271,99.0,5917648.0,99.77002749295384,94.2852,406.14,0.3399,17.4332629423088,0.4054,False,0.4054,,,,11.876082309976123,2.30859136581421,5.0,0.625,15.237940363586002,1.0,96.3306306788478,1.0,94.2852,0.9496761170051072,339.59099999999995,1.0,0.32481499999999996,1.0,17.4332629423088,0.4252511240885265,0.4252511240885265,0.875,0.9748380585025536,0.9968547573128193,0.5747488759114735,0.4252511240885265,0.5,0.2027,0.4054,0.4009663689186906,0.3331466967691112,0.6005324443670352,False,0.8436820809672071,7,7,1.0,True,2.0,4,5,False,0.652317880794702,0.347682119205298,True
SWE,Sweden,2023,3.0,0.0,9.016163798830592,95.0,10536632.0,94.22853461614878,95.7033,181.27,0.3226,33.0094345926113,0.5,False,0.5,,,,11.14513652121276,1.71801710128784,3.0,0.375,9.016163798830592,0.5906480283686552,94.22853461614878,0.8974100760342173,95.7033,0.9670338440180377,181.27,0.5199062379651335,0.3226,0.9843920656731144,33.0094345926113,0.8563595340251342,0.8563595340251342,0.6210193681342908,0.7434700409915855,0.9027801140425066,0.14139853501524685,0.8429935306578676,0.5,0.25,0.5,0.06585842165271225,0.05256278731196786,0.11495950675464672,False,0.48623732919441975,7,7,1.0,True,28.0,0,5,False,0.9899665551839465,0.010033444816053505,False
THA,Thailand,2023,4.0,0.0,0.5857541658104081,42.0,71702435.0,92.8386399330981,89.5353,272.65,0.2304,20.968546826091,0.2317,False,0.2317,,,,10.065572902216005,0.158257782459259,4.0,0.5,0.5857541658104081,0.035982529050397324,92.8386399330981,0.8295781665488174,89.5353,0.8915367280066455,272.65,0.7970076204396385,0.2304,0.33470739527181764,20.968546826091,0.5230986984494742,0.5230986984494742,0.4551868985330716,0.844272174223142,0.9151574402538085,0.15962239244371615,0.1750850028281015,0.5,0.11585,0.2317,0.06424058993281234,0.10353975306348066,0.1611288881779973,False,0.5441573130523191,7,7,1.0,True,23.0,2,5,False,0.9519230769230769,0.04807692307692313,False
TUR,Turkey,2023,0.0,0.0,0.4101916690892391,35.0,85325965.0,91.06351238721057,85.9607,64.22,0.2609,14.6730315172246,0.3719,False,0.3719,,,,10.663970911237676,-0.229510217905045,0.0,0.0,0.4101916690892391,0.024431671601668415,91.06351238721057,0.7429454939542336,85.9607,0.8477831626865541,64.22,0.16496295914437598,0.2609,0.5496247753937219,14.6730315172246,0.34885501036811845,0.34885501036811845,0.255792388518634,0.5063730609154651,0.6326390747010404,0.35788541867517026,0.19173935671855163,1.0,0.3719,0.3719,0.05749901632160334,0.11382650227795002,0.16478060668724248,False,0.5482374504731327,7,7,1.0,True,22.0,1,5,False,0.9074074074074074,0.09259259259259256,False
USA,United States,2023,26.0,22.0,16.113122325222065,5427.0,336806231.0,94.5174652035614,93.1444,298.38,0.3152,26.8291040414794,0.2975,True,0.2975,0.3974999999999999,0.3775,0.3575,11.3181825263686,1.39373278617859,8.0,1.0,15.237940363586002,1.0,94.5174652035614,0.9115109382735915,93.1444,0.9357125777791351,298.38,0.8750314612261237,0.3152,0.9322481767255048,26.8291040414794,0.6853038640826828,0.6853038640826828,0.9705036460911972,0.9053720195026294,0.9972088195975742,0.29337489893148055,0.6388732777940243,0.9230769230769231,0.2746153846153846,0.2975,0.20653252982062612,0.1865934308636745,0.3545883473601158,False,0.7077960802063743,7,7,1.0,True,7.0,2,5,False,0.8993506493506493,0.10064935064935066,False
VNM,Vietnam,2023,0.0,0.0,0.328841845328102,33.0,100352192.0,93.80064829821718,78.08,271.95,0.2154,12.7206521797624,0.2753,False,0.2753,,,,9.618061390898728,-0.382607728242874,0.0,0.0,0.328841845328102,0.019079388310570673,93.80064829821718,0.876527669372821,78.08,0.7513223776426209,271.95,0.7948849353035895,0.2154,0.2290103230807174,12.7206521797624,0.2948181667416506,0.2948181667416506,0.2985356858944639,0.7731036564731052,0.8408403120148527,0.16149391946514718,0.06751640361557022,1.0,0.2753,0.2753,0.03493901755169735,0.09047991077470088,0.12225764913576498,False,0.49631646191526013,7,7,1.0,True,25.0,2,5,False,0.9233128834355828,0.07668711656441718,False
ZAF,South Africa,2023,4.0,0.0,0.8859023573608614,56.0,63212384.0,89.7509474115713,75.6592,48.49,0.2904,9.6663098397114,0.2253,False,0.2253,,,,9.629033139731224,-0.223697945475578,4.0,0.5,0.8859023573608614,0.05573030570453867,89.7509474115713,0.6788875550995803,75.6592,0.7216914732262171,48.49,0.11726319173001873,0.2904,0.757495684036219,9.6663098397114,0.21028181858219308,0.21028181858219308,0.4115392869347063,0.4194773324781179,0.6583852171195068,0.5982081140289206,0.15928757000729846,0.5,0.11265,0.2253,0.2184532719377376,0.19439914613002157,0.37038528853375363,False,0.7181545386104512,7,7,1.0,True,6.0,1,5,False,0.6012658227848101,0.3987341772151899,True
